Gene Symbol,Description,Category,Uniprot ID,Gifts,GC Id,Relevance score, GeneCards Link
"SENCR","Smooth Muscle And Endothelial Cell Enriched Migration/Differentiation-Associated LncRNA","RNA Gene","","23","GC11M134292","1.08126127719879","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SENCR"
"LINC01080","Long Intergenic Non-Protein Coding RNA 1080","RNA Gene","","22","GC13P079873","1.08126127719879","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC01080"
"SNORD105","Small Nucleolar RNA, C/D Box 105","RNA Gene","","17","GC19P132275","1.08126127719879","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD105"
"SRRM2-AS1","SRRM2 Antisense RNA 1","RNA Gene","","16","GC16M026981","1.08126127719879","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SRRM2-AS1"
"EEF1B2P5","Eukaryotic Translation Elongation Factor 1 Beta 2 Pseudogene 5","Pseudogene","","8","GC06P063480","1.08126127719879","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EEF1B2P5"
"UNC50","Unc-50 Inner Nuclear Membrane RNA Binding Protein","Protein Coding","Q53HI1","41","GC02P098629","1.08107233047485","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UNC50"
"TDH","L-Threonine Dehydrogenase (Pseudogene)","Pseudogene","Q8IZJ6","29","GC08P011339","1.08077597618103","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TDH"
"ENSG00000265678","Novel Transcript, Antisense CCDC57","RNA Gene","","10","GC17P082153","1.08077597618103","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000265678"
"ENSG00000272669","Novel Transcript, Antisense To SUN2","RNA Gene","","9","GC22P038742","1.08077597618103","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000272669"
"LMLN","Leishmanolysin Like Peptidase","Protein Coding","Q96KR4","43","GC03P199781","1.07994818687439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LMLN"
"BEND5","BEN Domain Containing 5","Protein Coding","Q7L4P6","40","GC01M048729","1.07994818687439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BEND5"
"TMEM183A","Transmembrane Protein 183A","Protein Coding","Q8IXX5","36","GC01P203007","1.07994818687439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM183A"
"EMC4","ER Membrane Protein Complex Subunit 4","Protein Coding","Q5J8M3","41","GC15P174927","1.07920861244202","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EMC4"
"TGM6","Transglutaminase 6","Protein Coding","O95932","51","GC20P002380","1.0791289806366","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TGM6"
"LLGL2","LLGL Scribble Cell Polarity Complex Component 2","Protein Coding","Q6P1M3","49","GC17P075525","1.07896733283997","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LLGL2"
"RALGPS2","Ral GEF With PH Domain And SH3 Binding Motif 2","Protein Coding","Q86X27","41","GC01P178725","1.07887411117554","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RALGPS2"
"USP26","Ubiquitin Specific Peptidase 26","Protein Coding","Q9BXU7","47","GC0XM133024","1.07703328132629","https://www.genecards.org/cgi-bin/carddisp.pl?gene=USP26"
"TRIM54","Tripartite Motif Containing 54","Protein Coding","Q9BYV2","47","GC02P029021","1.0761559009552","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRIM54"
"KLHL14","Kelch Like Family Member 14","Protein Coding","Q9P2G3","44","GC18M032672","1.07603144645691","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KLHL14"
"GAS2","Growth Arrest Specific 2","Protein Coding","O43903","48","GC11P022673","1.07550287246704","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GAS2"
"RBP7","Retinol Binding Protein 7","Protein Coding","Q96R05","47","GC01P009997","1.07506918907166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RBP7"
"TMX2","Thioredoxin Related Transmembrane Protein 2","Protein Coding","Q9Y320","50","GC11P059029","1.07480764389038","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMX2"
"NFRKB","Nuclear Factor Related To KappaB Binding Protein","Protein Coding","Q6P4R8","47","GC11M129863","1.07473158836365","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NFRKB"
"PCARE","Photoreceptor Cilium Actin Regulator","Protein Coding","A6NGG8","46","GC02M029060","1.07450723648071","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCARE"
"MORC2-AS1","MORC2 Antisense RNA 1","RNA Gene","","19","GC22P030922","1.07403230667114","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MORC2-AS1"
"ADD3-AS1","ADD3 Antisense RNA 1","RNA Gene","","18","GC10M109941","1.07403230667114","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADD3-AS1"
"PKIB","CAMP-Dependent Protein Kinase Inhibitor Beta","Protein Coding","Q9C010","44","GC06P157904","1.07343316078186","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PKIB"
"DISC1","DISC1 Scaffold Protein","Protein Coding","Q9NRI5","55","GC01P231626","1.07334113121033","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DISC1"
"ZNF665","Zinc Finger Protein 665","Protein Coding","Q9H7R5","42","GC19M053159","1.07308518886566","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF665"
"POU5F1P6","POU Class 5 Homeobox 1 Pseudogene 6","Pseudogene","","11","GC03M132079","1.07290005683899","https://www.genecards.org/cgi-bin/carddisp.pl?gene=POU5F1P6"
"LINC01475","Long Intergenic Non-Protein Coding RNA 1475","RNA Gene","","13","GC10M099526","1.07288527488708","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC01475"
"SAR1B","Secretion Associated Ras Related GTPase 1B","Protein Coding","Q9Y6B6","54","GC05M134601","1.07288265228271","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SAR1B"
"TICAM2","TIR Domain Containing Adaptor Molecule 2","Protein Coding","Q86XR7","45","GC05M115579","1.07206892967224","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TICAM2"
"VEZT","Vezatin, Adherens Junctions Transmembrane Protein","Protein Coding","Q9HBM0","45","GC12P095217","1.07091069221497","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VEZT"
"ARHGAP31","Rho GTPase Activating Protein 31","Protein Coding","Q2M1Z3","53","GC03P119294","1.07061946392059","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARHGAP31"
"SNX9","Sorting Nexin 9","Protein Coding","Q9Y5X1","52","GC06P165434","1.06742298603058","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNX9"
"CLMN","Calmin","Protein Coding","Q96JQ2","46","GC14M095181","1.06738114356995","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLMN"
"HBQ1","Hemoglobin Subunit Theta 1","Protein Coding","P09105","45","GC16P103975","1.06719899177551","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HBQ1"
"ZDHHC14","Zinc Finger DHHC-Type Palmitoyltransferase 14","Protein Coding","Q8IZN3","44","GC06P157381","1.06719791889191","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZDHHC14"
"ZNF83","Zinc Finger Protein 83","Protein Coding","P51522","36","GC19M052594","1.06520652770996","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF83"
"KIAA1549","KIAA1549","Protein Coding","Q9HCM3","47","GC07M138831","1.0644063949585","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KIAA1549"
"TXK","TXK Tyrosine Kinase","Protein Coding","P42681","56","GC04M048066","1.06432831287384","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TXK"
"LMO3","LIM Domain Only 3","Protein Coding","Q8TAP4","47","GC12M016548","1.06289684772491","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LMO3"
"LOC102724594","U2 Small Nuclear RNA Auxiliary Factor 1 Like 5","Protein Coding","","9","GC21M006484","1.06289684772491","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC102724594"
"ATP5MC1","ATP Synthase Membrane Subunit C Locus 1","Protein Coding","P05496","50","GC17P134051","1.06235539913177","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP5MC1"
"C5orf15","Chromosome 5 Open Reading Frame 15","Protein Coding","Q8NC54","44","GC05M133955","1.06233465671539","https://www.genecards.org/cgi-bin/carddisp.pl?gene=C5orf15"
"GK2","Glycerol Kinase 2","Protein Coding","Q14410","52","GC04M079406","1.062140583992","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GK2"
"CAMTA2","Calmodulin Binding Transcription Activator 2","Protein Coding","O94983","44","GC17M088161","1.062140583992","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CAMTA2"
"CCDC33","Coiled-Coil Domain Containing 33","Protein Coding","Q8N5R6","44","GC15P175768","1.062140583992","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCDC33"
"PRSS54","Serine Protease 54","Protein Coding","Q6PEW0","41","GC16M058313","1.062140583992","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRSS54"
"PRSS37","Serine Protease 37","Protein Coding","A4D1T9","40","GC07M141836","1.062140583992","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRSS37"
"PLXDC1","Plexin Domain Containing 1","Protein Coding","Q8IUK5","47","GC17M039063","1.06062638759613","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLXDC1"
"PSMF1","Proteasome Inhibitor Subunit 1","Protein Coding","Q92530","45","GC20P001113","1.06062638759613","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSMF1"
"CDV3","CDV3 Homolog","Protein Coding","Q9UKY7","40","GC03P133573","1.06062638759613","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDV3"
"ANKRD16","Ankyrin Repeat Domain 16","Protein Coding","Q6P6B7","40","GC10M005861","1.06061589717865","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANKRD16"
"ATXN7L1","Ataxin 7 Like 1","Protein Coding","Q9ULK2","45","GC07M105604","1.06037783622742","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATXN7L1"
"SFTPD-AS1","SFTPD Antisense RNA 1","RNA Gene","","16","GC10P116006","1.06037783622742","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SFTPD-AS1"
"PTOV1-AS2","PTOV1 Antisense RNA 2","RNA Gene","","15","GC19M049856","1.06037783622742","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTOV1-AS2"
"OR2B7P","Olfactory Receptor Family 2 Subfamily B Member 7 Pseudogene","Pseudogene","","11","GC06P156117","1.06037783622742","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OR2B7P"
"COG8","Component Of Oligomeric Golgi Complex 8","Protein Coding","Q96MW5","50","GC16M069320","1.0595771074295","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COG8"
"FLNC-AS1","FLNC Antisense RNA 1","RNA Gene","","21","GC07M129236","1.05893421173096","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FLNC-AS1"
"ACOT2","Acyl-CoA Thioesterase 2","Protein Coding","P49753","44","GC14P073567","1.05870938301086","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACOT2"
"SLC25A44","Solute Carrier Family 25 Member 44","Protein Coding","Q96H78","44","GC01P170548","1.05870938301086","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A44"
"RASL10A","RAS Like Family 10 Member A","Protein Coding","Q92737","37","GC22M029312","1.05870938301086","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RASL10A"
"RBM45","RNA Binding Motif Protein 45","Protein Coding","Q8IUH3","44","GC02P178112","1.05868697166443","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RBM45"
"SLC25A21-AS1","SLC25A21 Antisense RNA 1","RNA Gene","","14","GC14P037171","1.0582789182663","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A21-AS1"
"AKAP6","A-Kinase Anchoring Protein 6","Protein Coding","Q13023","50","GC14P032329","1.05805730819702","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AKAP6"
"DNAL4","Dynein Axonemal Light Chain 4","Protein Coding","O96015","48","GC22M038778","1.05805730819702","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNAL4"
"TBC1D22A","TBC1 Domain Family Member 22A","Protein Coding","Q8WUA7","42","GC22P046762","1.05722451210022","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBC1D22A"
"SFXN3","Sideroflexin 3","Protein Coding","Q9BWM7","47","GC10P101031","1.05667638778687","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SFXN3"
"USP2-AS1","USP2 Antisense RNA 1","RNA Gene","","19","GC11P123574","1.05588555335999","https://www.genecards.org/cgi-bin/carddisp.pl?gene=USP2-AS1"
"PLA2G1B","Phospholipase A2 Group IB","Protein Coding","P04054","56","GC12M120322","1.05566871166229","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLA2G1B"
"RNU6-2","RNA, U6 Small Nuclear 2","RNA Gene","","16","GC19P131819","1.05529141426086","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNU6-2"
"ARRDC2","Arrestin Domain Containing 2","Protein Coding","Q8TBH0","40","GC19P132612","1.05431163311005","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARRDC2"
"RAP1GAP2","RAP1 GTPase Activating Protein 2","Protein Coding","Q684P5","43","GC17P132418","1.05408668518066","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAP1GAP2"
"ZNF33B","Zinc Finger Protein 33B","Protein Coding","Q06732","38","GC10M042574","1.05408668518066","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF33B"
"EP400P1","EP400 Pseudogene 1","Pseudogene","Q6ZTU2","25","GC12P136367","1.05408668518066","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EP400P1"
"ENSG00000260947","Novel Transcript","RNA Gene","","10","GC09P033697","1.05408668518066","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000260947"
"PAPOLA","Poly(A) Polymerase Alpha","Protein Coding","P51003","53","GC14P096501","1.05245399475098","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PAPOLA"
"CEBPG","CCAAT Enhancer Binding Protein Gamma","Protein Coding","P53567","48","GC19P033373","1.05245399475098","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CEBPG"
"LST1","Leukocyte Specific Transcript 1","Protein Coding","O00453","45","GC06P156245","1.05194401741028","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LST1"
"SBNO2","Strawberry Notch Homolog 2","Protein Coding","Q9Y2G9","41","GC19M001107","1.05194401741028","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SBNO2"
"LRRC37A2","Leucine Rich Repeat Containing 37 Member A2","Protein Coding","A6NM11","40","GC17P142105","1.05194401741028","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LRRC37A2"
"ARRDC5","Arrestin Domain Containing 5","Protein Coding","A6NEK1","39","GC19M004890","1.05194401741028","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARRDC5"
"CCDC88B","Coiled-Coil Domain Containing 88B","Protein Coding","A6NC98","39","GC11P064340","1.05194401741028","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCDC88B"
"CYRIA","CYFIP Related Rac1 Interactor A","Protein Coding","Q9H0Q0","38","GC02M016550","1.05194401741028","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYRIA"
"DPP9-AS1","DPP9 Antisense RNA 1","RNA Gene","","20","GC19P131995","1.05194401741028","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DPP9-AS1"
"TPI1P2","Triosephosphate Isomerase 1 Pseudogene 2","Pseudogene","","15","GC07P129055","1.05194401741028","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TPI1P2"
"LOC102723878","Uncharacterized LOC102723878","RNA Gene","","13","GC11M132749","1.05194401741028","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC102723878"
"ENSG00000236838","Novel Transcript, Antisense To SMG6","RNA Gene","","11","GC17P132369","1.05194401741028","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000236838"
"ENSG00000258199","Novel Transcript, Sense Overlapping To SMARCC2","RNA Gene","","11","GC12M056162","1.05194401741028","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000258199"
"HNRNPA1P16","Heterogeneous Nuclear Ribonucleoprotein A1 Pseudogene 16","Pseudogene","","11","GC17P002306","1.05194401741028","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HNRNPA1P16"
"MIR7155","MicroRNA 7155","RNA Gene","","11","GC11M064341","1.05194401741028","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR7155"
"RPL32P1","Ribosomal Protein L32 Pseudogene 1","Pseudogene","","11","GC06P156282","1.05194401741028","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPL32P1"
"ENSG00000269807","Novel Transcript, Antisense To MPND","RNA Gene","","10","GC19M100029","1.05194401741028","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000269807"
"RNU6-1213P","RNA, U6 Small Nuclear 1213, Pseudogene","Pseudogene","","10","GC08P080405","1.05194401741028","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNU6-1213P"
"SNRPEP4","SNRPE Pseudogene 4","Pseudogene","","9","GC19M100056","1.05194401741028","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNRPEP4"
"ENSG00000289744","Novel Transcript","RNA Gene","","8","GC10M104221","1.05194401741028","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000289744"
"RN7SKP226","RN7SK Pseudogene 226","Pseudogene","","7","GC08P128220","1.05194401741028","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RN7SKP226"
"ENSG00000242162","Pseudogene Similar To Part Of Sec61 Alpha 1 Subunit (S. Cerevisiae) (SEC61A1)","Pseudogene","","6","GC07M129066","1.05194401741028","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000242162"
"HSALNG0113871","","RNA Gene","","6","GC17M001995","1.05194401741028","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSALNG0113871"
"HSALNG0049258","","RNA Gene","","5","GC06P164294","1.05194401741028","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSALNG0049258"
"HSALNG0084779","","RNA Gene","","5","GC11M134684","1.05194401741028","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSALNG0084779"
"NONHSAG045982.2","","RNA Gene","","5","GC06M032630","1.05194401741028","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NONHSAG045982.2"
"lnc-AHNAK2-9","","RNA Gene","","5","GC14M122201","1.05194401741028","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-AHNAK2-9"
"piR-47864","","RNA Gene","","5","GC06M100268","1.05194401741028","https://www.genecards.org/cgi-bin/carddisp.pl?gene=piR-47864"
"piR-52740","","RNA Gene","","5","GC06M100269","1.05194401741028","https://www.genecards.org/cgi-bin/carddisp.pl?gene=piR-52740"
"MIR3936","MicroRNA 3936","RNA Gene","","17","GC05M132365","1.0519210100174","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR3936"
"LINC02614","Long Intergenic Non-Protein Coding RNA 2614","RNA Gene","","13","GC03M125785","1.0519210100174","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC02614"
"ENSG00000285016","Novel Transcript","RNA Gene","","9","GC02M111429","1.0519210100174","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000285016"
"ZNF367","Zinc Finger Protein 367","Protein Coding","Q7RTV3","36","GC09M096385","1.05106198787689","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF367"
"SCUBE2","Signal Peptide, CUB Domain And EGF Like Domain Containing 2","Protein Coding","Q9NQ36","50","GC11M009019","1.05099332332611","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SCUBE2"
"TMEM267","Transmembrane Protein 267","Protein Coding","Q0VDI3","32","GC05M045018","1.05065643787384","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM267"
"POU4F3","POU Class 4 Homeobox 3","Protein Coding","Q15319","49","GC05P155564","1.04980206489563","https://www.genecards.org/cgi-bin/carddisp.pl?gene=POU4F3"
"NPAS3","Neuronal PAS Domain Protein 3","Protein Coding","Q8IXF0","52","GC14P032934","1.04938924312592","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NPAS3"
"PPP2R5A","Protein Phosphatase 2 Regulatory Subunit B'Alpha","Protein Coding","Q15172","50","GC01P212285","1.04921102523804","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPP2R5A"
"ITGB1BP1","Integrin Subunit Beta 1 Binding Protein 1","Protein Coding","O14713","47","GC02M009391","1.04921102523804","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITGB1BP1"
"FAM81A","Family With Sequence Similarity 81 Member A","Protein Coding","Q8TBF8","37","GC15P059372","1.04921102523804","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAM81A"
"LOC102467216","Uncharacterized LOC102467216","RNA Gene","","11","GC05M112656","1.04902672767639","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC102467216"
"LOC123497954","Sharpr-MPRA Regulatory Region 7502","Functional Element","","5","GC05P112691","1.04902672767639","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC123497954"
"ONECUT3","One Cut Homeobox 3","Protein Coding","O60422","38","GC19P001753","1.04902005195618","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ONECUT3"
"ZC3H12D","Zinc Finger CCCH-Type Containing 12D","Protein Coding","A2A288","43","GC06M149446","1.04794049263","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZC3H12D"
"TSPAN6","Tetraspanin 6","Protein Coding","O43657","47","GC0XM100627","1.0476176738739","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TSPAN6"
"HTR1A","5-Hydroxytryptamine Receptor 1A","Protein Coding","P08908","58","GC05M063960","1.04757583141327","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HTR1A"
"GIGYF1","GRB10 Interacting GYF Protein 1","Protein Coding","O75420","47","GC07M100679","1.04754638671875","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GIGYF1"
"PIH1D2","PIH1 Domain Containing 2","Protein Coding","Q8WWB5","43","GC11M133683","1.04732143878937","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIH1D2"
"CCDC32","Coiled-Coil Domain Containing 32","Protein Coding","Q9BV29","41","GC15M042027","1.04732143878937","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCDC32"
"ZNF112","Zinc Finger Protein 112","Protein Coding","Q9UJU3","40","GC19M101096","1.04732143878937","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF112"
"LINC01519","Long Intergenic Non-Protein Coding RNA 1519","RNA Gene","","12","GC10M085193","1.04732143878937","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC01519"
"SIGLEC11","Sialic Acid Binding Ig Like Lectin 11","Protein Coding","Q96RL6","44","GC19M049948","1.04688405990601","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SIGLEC11"
"FAM228A","Family With Sequence Similarity 228 Member A","Protein Coding","Q86W67","38","GC02P024175","1.04677832126617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAM228A"
"NAA30","N-Alpha-Acetyltransferase 30, NatC Catalytic Subunit","Protein Coding","Q147X3","44","GC14P057390","1.04551243782043","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NAA30"
"LUZP2","Leucine Zipper Protein 2","Protein Coding","Q86TE4","44","GC11P024518","1.04412198066711","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LUZP2"
"QRICH1","Glutamine Rich 1","Protein Coding","Q2TAL8","48","GC03M054251","1.04254758358002","https://www.genecards.org/cgi-bin/carddisp.pl?gene=QRICH1"
"SLC35F6","Solute Carrier Family 35 Member F6","Protein Coding","Q8N357","45","GC02P026764","1.04083180427551","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC35F6"
"TSEN15","TRNA Splicing Endonuclease Subunit 15","Protein Coding","Q8WW01","51","GC01P184061","1.04060864448547","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TSEN15"
"PREB","Prolactin Regulatory Element Binding","Protein Coding","Q9HCU5","50","GC02M027130","1.04051601886749","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PREB"
"TMED2","Transmembrane P24 Trafficking Protein 2","Protein Coding","Q15363","45","GC12P123584","1.04051601886749","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMED2"
"NUTF2","Nuclear Transport Factor 2","Protein Coding","P61970","50","GC16P067846","1.04046475887299","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NUTF2"
"ENSG00000272849","Novel Transcript","RNA Gene","","9","GC12P136108","1.04029858112335","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000272849"
"DYNLL2","Dynein Light Chain LC8-Type 2","Protein Coding","Q96FJ2","50","GC17P058083","1.03973853588104","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DYNLL2"
"ADI1","Acireductone Dioxygenase 1","Protein Coding","Q9BV57","51","GC02M004632","1.03932213783264","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADI1"
"CARTPT","CART Prepropeptide","Protein Coding","Q16568","54","GC05P071719","1.0386369228363","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CARTPT"
"AMOTL2","Angiomotin Like 2","Protein Coding","Q9Y2J4","42","GC03M134355","1.03638136386871","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AMOTL2"
"KXD1","KxDL Motif Containing 1","Protein Coding","Q9BQD3","43","GC19P018557","1.03632688522339","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KXD1"
"TEPSIN","TEPSIN Adaptor Related Protein Complex 4 Accessory Protein","Protein Coding","Q96N21","40","GC17M090577","1.03632688522339","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TEPSIN"
"VWDE","Von Willebrand Factor D And EGF Domains","Protein Coding","Q8N2E2","36","GC07M012338","1.03614163398743","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VWDE"
"RBBP8NL","RBBP8 N-Terminal Like","Protein Coding","Q8NC74","38","GC20M062410","1.03611087799072","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RBBP8NL"
"PCSK4","Proprotein Convertase Subtilisin/Kexin Type 4","Protein Coding","Q6UW60","48","GC19M001481","1.03590941429138","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCSK4"
"MTERF1","Mitochondrial Transcription Termination Factor 1","Protein Coding","Q99551","45","GC07M091692","1.03590941429138","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTERF1"
"PRKCQ-AS1","PRKCQ Antisense RNA 1","RNA Gene","","16","GC10P006580","1.03589725494385","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKCQ-AS1"
"UBL3","Ubiquitin Like 3","Protein Coding","O95164","40","GC13M029764","1.03512382507324","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBL3"
"BFAR","Bifunctional Apoptosis Regulator","Protein Coding","Q9NZS9","46","GC16P104323","1.0346372127533","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BFAR"
"NAPSB","Napsin B Aspartic Peptidase (Pseudogene)","Pseudogene","","18","GC19M050333","1.03345537185669","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NAPSB"
"CGB2","Chorionic Gonadotropin Subunit Beta 2","Protein Coding","Q6NT52","33","GC19P049031","1.03305101394653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CGB2"
"NDUFAF3","NADH:Ubiquinone Oxidoreductase Complex Assembly Factor 3","Protein Coding","Q9BU61","51","GC03P049020","1.03231859207153","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFAF3"
