Gene Symbol,Description,Category,Uniprot ID,Gifts,GC Id,Relevance score, GeneCards Link
"NDUFV1","NADH:Ubiquinone Oxidoreductase Core Subunit V1","Protein Coding","P49821","57","GC11P099156","1.32072043418884","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFV1"
"DTD1","D-Aminoacyl-TRNA Deacylase 1","Protein Coding","Q8TEA8","40","GC20P018587","1.31977510452271","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DTD1"
"RAPSN","Receptor Associated Protein Of The Synapse","Protein Coding","Q13702","54","GC11M132471","1.31960725784302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAPSN"
"MMP2-AS1","MMP2 Antisense RNA 1","RNA Gene","","20","GC16M055426","1.31937074661255","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MMP2-AS1"
"ARPC4","Actin Related Protein 2/3 Complex Subunit 4","Protein Coding","P59998","48","GC03P009792","1.31886053085327","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARPC4"
"PEX16","Peroxisomal Biogenesis Factor 16","Protein Coding","Q9Y5Y5","50","GC11M132446","1.31872057914734","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PEX16"
"GPN1","GPN-Loop GTPase 1","Protein Coding","Q9HCN4","47","GC02P027628","1.3181676864624","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPN1"
"SYT12","Synaptotagmin 12","Protein Coding","Q8IV01","45","GC11P099087","1.31758117675781","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SYT12"
"CLCN4","Chloride Voltage-Gated Channel 4","Protein Coding","P51793","54","GC0XP010156","1.31755673885345","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLCN4"
"TMED4","Transmembrane P24 Trafficking Protein 4","Protein Coding","Q7Z7H5","44","GC07M044577","1.31720471382141","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMED4"
"PLEKHG4","Pleckstrin Homology And RhoGEF Domain Containing G4","Protein Coding","Q58EX7","51","GC16P067277","1.31673502922058","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLEKHG4"
"RNU105B","RNA, U105B Small Nucleolar","RNA Gene","","20","GC20P009707","1.31673502922058","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNU105B"
"MIR941-2","MicroRNA 941-2","RNA Gene","","16","GC20P068127","1.31673502922058","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR941-2"
"MIR941-4","MicroRNA 941-4","RNA Gene","","16","GC20P068125","1.31673502922058","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR941-4"
"MIR3666","MicroRNA 3666","RNA Gene","","13","GC07P114653","1.31673502922058","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR3666"
"MIR941-3","MicroRNA 941-3","RNA Gene","","13","GC20P068128","1.31673502922058","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR941-3"
"BMP15","Bone Morphogenetic Protein 15","Protein Coding","O95972","54","GC0XP050910","1.31673073768616","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BMP15"
"LARS2","Leucyl-TRNA Synthetase 2, Mitochondrial","Protein Coding","Q15031","57","GC03P061334","1.31605410575867","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LARS2"
"SH3RF3","SH3 Domain Containing Ring Finger 3","Protein Coding","Q8TEJ3","42","GC02P109129","1.31593203544617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SH3RF3"
"DBF4B","DBF4B-CDC7 Kinase Regulatory Subunit","Protein Coding","Q8NFT6","38","GC17P044708","1.31540191173553","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DBF4B"
"RBMS2","RNA Binding Motif Single Stranded Interacting Protein 2","Protein Coding","Q15434","44","GC12P065407","1.31539821624756","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RBMS2"
"DCHS2","Dachsous Cadherin-Related 2","Protein Coding","Q6V1P9","44","GC04M154232","1.31523966789246","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DCHS2"
"HRG","Histidine Rich Glycoprotein","Protein Coding","P04196","56","GC03P186660","1.31515753269196","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HRG"
"MIR4262","MicroRNA 4262","RNA Gene","","13","GC02M011836","1.31504917144775","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR4262"
"DTX3","Deltex E3 Ubiquitin Ligase 3","Protein Coding","Q8N9I9","44","GC12P057604","1.31504428386688","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DTX3"
"EPB41L4B","Erythrocyte Membrane Protein Band 4.1 Like 4B","Protein Coding","Q9H329","44","GC09M109171","1.31486415863037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EPB41L4B"
"AMELX","Amelogenin X-Linked","Protein Coding","Q99217","48","GC0XP011293","1.31451261043549","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AMELX"
"FRMD8","FERM Domain Containing 8","Protein Coding","Q9BZ67","38","GC11P098963","1.31451261043549","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FRMD8"
"PYGO1","Pygopus Family PHD Finger 1","Protein Coding","Q9Y3Y4","46","GC15M055538","1.31408667564392","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PYGO1"
"NUDT4","Nudix Hydrolase 4","Protein Coding","Q9NZJ9","41","GC12P093558","1.31404900550842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NUDT4"
"WDFY2","WD Repeat And FYVE Domain Containing 2","Protein Coding","Q96P53","41","GC13P051584","1.31392121315002","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WDFY2"
"MRGPRX2","MAS Related GPR Family Member X2","Protein Coding","Q96LB1","45","GC11M019077","1.31372594833374","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRGPRX2"
"ITIH2","Inter-Alpha-Trypsin Inhibitor Heavy Chain 2","Protein Coding","P19823","51","GC10P007703","1.31366217136383","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITIH2"
"TTYH3","Tweety Family Member 3","Protein Coding","Q9C0H2","40","GC07P015271","1.31277298927307","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TTYH3"
"PPM1A","Protein Phosphatase, Mg2+/Mn2+ Dependent 1A","Protein Coding","P35813","56","GC14P060245","1.3127030134201","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPM1A"
"GMPR2","Guanosine Monophosphate Reductase 2","Protein Coding","Q9P2T1","44","GC14P024232","1.31222605705261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GMPR2"
"FKRP","Fukutin Related Protein","Protein Coding","Q9H9S5","51","GC19P133283","1.31180214881897","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FKRP"
"SNAPC5","Small Nuclear RNA Activating Complex Polypeptide 5","Protein Coding","O75971","44","GC15M155380","1.31180214881897","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNAPC5"
"ATP1A2","ATPase Na+/K+ Transporting Subunit Alpha 2","Protein Coding","P50993","61","GC01P160115","1.31179404258728","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP1A2"
"MRPS10","Mitochondrial Ribosomal Protein S10","Protein Coding","P82664","42","GC06M042206","1.31143844127655","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRPS10"
"AMN","Amnion Associated Transmembrane Protein","Protein Coding","Q9BXJ7","52","GC14P102922","1.31063187122345","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AMN"
"TMTC2","Transmembrane O-Mannosyltransferase Targeting Cadherins 2","Protein Coding","Q8N394","47","GC12P082722","1.31050956249237","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMTC2"
"BROX","BRO1 Domain And CAAX Motif Containing","Protein Coding","Q5VW32","40","GC01P222712","1.3103940486908","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BROX"
"DNAJC11","DnaJ Heat Shock Protein Family (Hsp40) Member C11","Protein Coding","Q9NVH1","48","GC01M006634","1.31024050712585","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNAJC11"
"KMT5C","Lysine Methyltransferase 5C","Protein Coding","Q86Y97","48","GC19P133700","1.31024050712585","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KMT5C"
"AMELY","Amelogenin Y-Linked","Protein Coding","Q99218","39","GC0YM006865","1.3101612329483","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AMELY"
"MYO10","Myosin X","Protein Coding","Q9HD67","48","GC05M016661","1.3101441860199","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYO10"
"PSMD11","Proteasome 26S Subunit, Non-ATPase 11","Protein Coding","O00231","51","GC17P032444","1.3099217414856","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSMD11"
"P2RX3","Purinergic Receptor P2X 3","Protein Coding","P56373","54","GC11P057335","1.30938994884491","https://www.genecards.org/cgi-bin/carddisp.pl?gene=P2RX3"
"FHL3","Four And A Half LIM Domains 3","Protein Coding","Q13643","50","GC01M038473","1.3090363740921","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FHL3"
"ABCG5","ATP Binding Cassette Subfamily G Member 5","Protein Coding","Q9H222","57","GC02M043806","1.30903446674347","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABCG5"
"ATP8B4","ATPase Phospholipid Transporting 8B4 (Putative)","Protein Coding","Q8TF62","45","GC15M049858","1.30885553359985","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP8B4"
"WASHC1","WASH Complex Subunit 1","Protein Coding","A8K0Z3","41","GC09M000016","1.30870282649994","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WASHC1"
"NOL7","Nucleolar Protein 7","Protein Coding","Q9UMY1","44","GC06P013615","1.30862975120544","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NOL7"
"LOC129929543","ATAC-STARR-Seq Lymphoblastoid Active Region 278","Functional Element","","5","GC01P066531","1.30853796005249","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC129929543"
"KLHL7","Kelch Like Family Member 7","Protein Coding","Q8IXQ5","51","GC07P023105","1.30846464633942","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KLHL7"
"KLHL3","Kelch Like Family Member 3","Protein Coding","Q9UH77","52","GC05M137617","1.30810451507568","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KLHL3"
"DNAAF1","Dynein Axonemal Assembly Factor 1","Protein Coding","Q8NEP3","47","GC16P084145","1.30763721466064","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNAAF1"
"H3C15","H3 Clustered Histone 15","Protein Coding","Q71DI3","37","GC01P170162","1.30744028091431","https://www.genecards.org/cgi-bin/carddisp.pl?gene=H3C15"
"MTIF2","Mitochondrial Translational Initiation Factor 2","Protein Coding","P46199","49","GC02M055236","1.30728340148926","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTIF2"
"TSNARE1","T-SNARE Domain Containing 1","Protein Coding","Q96NA8","41","GC08M142212","1.30719256401062","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TSNARE1"
"HLX","H2.0 Like Homeobox","Protein Coding","Q14774","50","GC01P220879","1.3070981502533","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HLX"
"TOR2A","Torsin Family 2 Member A","Protein Coding","Q5JU69","49","GC09M130981","1.30668568611145","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TOR2A"
"CALML3-AS1","CALML3 Antisense RNA 1","RNA Gene","","19","GC10M005506","1.30647385120392","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CALML3-AS1"
"ZCCHC13","Zinc Finger CCHC-Type Containing 13","Protein Coding","Q8WW36","43","GC0XP074304","1.30637812614441","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZCCHC13"
"QRICH1","Glutamine Rich 1","Protein Coding","Q2TAL8","48","GC03M054251","1.30624127388","https://www.genecards.org/cgi-bin/carddisp.pl?gene=QRICH1"
"PELI3","Pellino E3 Ubiquitin Protein Ligase Family Member 3","Protein Coding","Q8N2H9","43","GC11P066466","1.30624127388","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PELI3"
"TAPBPL","TAP Binding Protein Like","Protein Coding","Q9BX59","43","GC12P006451","1.30621421337128","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TAPBPL"
"NDUFA5","NADH:Ubiquinone Oxidoreductase Subunit A5","Protein Coding","Q16718","52","GC07M123536","1.30617618560791","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFA5"
"ANKLE2","Ankyrin Repeat And LEM Domain Containing 2","Protein Coding","Q86XL3","51","GC12M132725","1.30606484413147","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANKLE2"
"YARS2","Tyrosyl-TRNA Synthetase 2","Protein Coding","Q9Y2Z4","56","GC12M033626","1.30603277683258","https://www.genecards.org/cgi-bin/carddisp.pl?gene=YARS2"
"EIF2B3","Eukaryotic Translation Initiation Factor 2B Subunit Gamma","Protein Coding","Q9NR50","54","GC01M044850","1.305539727211","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EIF2B3"
"DIP2A","Disco Interacting Protein 2 Homolog A","Protein Coding","Q14689","51","GC21P046458","1.30537176132202","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DIP2A"
"MYH2","Myosin Heavy Chain 2","Protein Coding","Q9UKX2","57","GC17M010521","1.3046498298645","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYH2"
"ZNF507","Zinc Finger Protein 507","Protein Coding","Q8TCN5","40","GC19P032345","1.3043555021286","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF507"
"MSANTD1","Myb/SANT DNA Binding Domain Containing 1","Protein Coding","Q6ZTZ1","35","GC04P005990","1.30411612987518","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MSANTD1"
"CPD","Carboxypeptidase D","Protein Coding","O75976","50","GC17P030378","1.30380177497864","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CPD"
"GRB14","Growth Factor Receptor Bound Protein 14","Protein Coding","Q14449","55","GC02M164492","1.30361545085907","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GRB14"
"ZNF202","Zinc Finger Protein 202","Protein Coding","O95125","47","GC11M134174","1.30289924144745","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF202"
"AHCYL1","Adenosylhomocysteinase Like 1","Protein Coding","O43865","54","GC01P109984","1.30269837379456","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AHCYL1"
"SLC38A2","Solute Carrier Family 38 Member 2","Protein Coding","Q96QD8","50","GC12M046358","1.30269837379456","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC38A2"
"CCNY","Cyclin Y","Protein Coding","Q8ND76","48","GC10P035254","1.30269837379456","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCNY"
"APOA5","Apolipoprotein A5","Protein Coding","Q6Q788","55","GC11M116789","1.30236804485321","https://www.genecards.org/cgi-bin/carddisp.pl?gene=APOA5"
"ATP5MC1","ATP Synthase Membrane Subunit C Locus 1","Protein Coding","P05496","50","GC17P134051","1.30207705497742","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP5MC1"
"MPPE1","Metallophosphoesterase 1","Protein Coding","Q53F39","45","GC18M036015","1.30177938938141","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MPPE1"
"ANAPC4","Anaphase Promoting Complex Subunit 4","Protein Coding","Q9UJX5","45","GC04P027030","1.30132234096527","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANAPC4"
"CCL14","C-C Motif Chemokine Ligand 14","Protein Coding","Q16627","43","GC17M089044","1.30091190338135","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCL14"
"COL16A1","Collagen Type XVI Alpha 1 Chain","Protein Coding","Q07092","49","GC01M032484","1.30070233345032","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COL16A1"
"UQCRB","Ubiquinol-Cytochrome C Reductase Binding Protein","Protein Coding","P14927","56","GC08M096225","1.30051589012146","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UQCRB"
"NEURL4","Neuralized E3 Ubiquitin Protein Ligase 4","Protein Coding","Q96JN8","44","GC17M007315","1.29913532733917","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NEURL4"
"DENND1B","DENN Domain Containing 1B","Protein Coding","Q6P3S1","45","GC01M197473","1.29891324043274","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DENND1B"
"NRBP1","Nuclear Receptor Binding Protein 1","Protein Coding","Q9UHY1","44","GC02P027427","1.29888761043549","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NRBP1"
"ZNF414","Zinc Finger Protein 414","Protein Coding","Q96IQ9","36","GC19M008509","1.29886698722839","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF414"
"CRYBB2","Crystallin Beta B2","Protein Coding","P43320","51","GC22P081107","1.29881751537323","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CRYBB2"
"GTF2H3","General Transcription Factor IIH Subunit 3","Protein Coding","Q13889","47","GC12P123633","1.29849815368652","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GTF2H3"
"BANK1","B Cell Scaffold Protein With Ankyrin Repeats 1","Protein Coding","Q8NDB2","48","GC04P101411","1.29799711704254","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BANK1"
"NR2C2AP","Nuclear Receptor 2C2 Associated Protein","Protein Coding","Q86WQ0","40","GC19M019201","1.29703080654144","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NR2C2AP"
"MUCL3","Mucin Like 3","Protein Coding","Q3MIW9","44","GC06P171165","1.29693531990051","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MUCL3"
"ADGRB2","Adhesion G Protein-Coupled Receptor B2","Protein Coding","O60241","51","GC01M031727","1.29654979705811","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADGRB2"
"ZDHHC18","Zinc Finger DHHC-Type Palmitoyltransferase 18","Protein Coding","Q9NUE0","44","GC01P061267","1.29636991024017","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZDHHC18"
"MORN3","MORN Repeat Containing 3","Protein Coding","Q6PF18","36","GC12M124288","1.29636991024017","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MORN3"
"SGCB","Sarcoglycan Beta","Protein Coding","Q16585","52","GC04M052019","1.29584646224976","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SGCB"
"C6orf89","Chromosome 6 Open Reading Frame 89","Protein Coding","Q6UWU4","40","GC06P156451","1.29543364048004","https://www.genecards.org/cgi-bin/carddisp.pl?gene=C6orf89"
"MROH8","Maestro Heat Like Repeat Family Member 8","Protein Coding","Q9H579","39","GC20M037101","1.29543364048004","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MROH8"
"RETREG2","Reticulophagy Regulator Family Member 2","Protein Coding","Q8NC44","40","GC02P220095","1.29495644569397","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RETREG2"
"ZNF211","Zinc Finger Protein 211","Protein Coding","Q13398","35","GC19P057630","1.29484713077545","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF211"
"OR7E47P","Olfactory Receptor Family 7 Subfamily E Member 47 Pseudogene","Pseudogene","","13","GC12P065109","1.29484713077545","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OR7E47P"
"MT1L","Metallothionein 1L (Pseudogene)","Pseudogene","Q93083","25","GC16P056617","1.29449486732483","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MT1L"
"ARSB","Arylsulfatase B","Protein Coding","P15848","59","GC05M078777","1.29388356208801","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARSB"
"ZNF137P","Zinc Finger Protein 137, Pseudogene","Pseudogene","P52743","22","GC19P133572","1.29344511032104","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF137P"
"LOH12CR2","Loss Of Heterozygosity On Chromosome 12, Region 2","RNA Gene","","22","GC12M012355","1.29328346252441","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOH12CR2"
"MIR941-5","MicroRNA 941-5","RNA Gene","","11","GC20P063919","1.29328346252441","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR941-5"
"RANBP17","RAN Binding Protein 17","Protein Coding","Q9H2T7","48","GC05P170861","1.29325687885284","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RANBP17"
"MOB1B","MOB Kinase Activator 1B","Protein Coding","Q7L9L4","46","GC04P071003","1.29305970668793","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MOB1B"
"WDR46","WD Repeat Domain 46","Protein Coding","O15213","43","GC06M033279","1.29296588897705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WDR46"
"ZSCAN26","Zinc Finger And SCAN Domain Containing 26","Protein Coding","Q16670","36","GC06P156127","1.2929322719574","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZSCAN26"
"RPS4Y1","Ribosomal Protein S4 Y-Linked 1","Protein Coding","P22090","44","GC0YP002841","1.29288792610168","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS4Y1"
"PWP1","PWP1 Homolog, Endonuclein","Protein Coding","Q13610","45","GC12P107685","1.29258632659912","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PWP1"
"MARVELD1","MARVEL Domain Containing 1","Protein Coding","Q9BSK0","41","GC10P097713","1.29190170764923","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MARVELD1"
"TMEM209","Transmembrane Protein 209","Protein Coding","Q96SK2","38","GC07M130164","1.29190170764923","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM209"
"THAP4","THAP Domain Containing 4","Protein Coding","Q8WY91","43","GC02M241584","1.29189157485962","https://www.genecards.org/cgi-bin/carddisp.pl?gene=THAP4"
"RNF150","Ring Finger Protein 150","Protein Coding","Q9ULK6","43","GC04M140859","1.29167914390564","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNF150"
"MRPL41","Mitochondrial Ribosomal Protein L41","Protein Coding","Q8IXM3","38","GC09P137551","1.29155087471008","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRPL41"
"PLGRKT","Plasminogen Receptor With A C-Terminal Lysine","Protein Coding","Q9HBL7","43","GC09M005357","1.29154205322266","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLGRKT"
"ENPP6","Ectonucleotide Pyrophosphatase/Phosphodiesterase 6","Protein Coding","Q6UWR7","44","GC04M184088","1.29128980636597","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENPP6"
"NDST3","N-Deacetylase And N-Sulfotransferase 3","Protein Coding","O95803","47","GC04P118033","1.2910521030426","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NDST3"
"BCS1L","BCS1 Homolog, Ubiquinol-Cytochrome C Reductase Complex Chaperone","Protein Coding","Q9Y276","56","GC02P218658","1.29095602035522","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BCS1L"
"MIR1203","MicroRNA 1203","RNA Gene","","20","GC17M048156","1.29038727283478","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR1203"
"APOM","Apolipoprotein M","Protein Coding","O95445","51","GC06P156251","1.29037010669708","https://www.genecards.org/cgi-bin/carddisp.pl?gene=APOM"
"FASTKD2","FAST Kinase Domains 2","Protein Coding","Q9NYY8","51","GC02P206770","1.29027390480042","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FASTKD2"
"RRP7A","Ribosomal RNA Processing 7 Homolog A","Protein Coding","Q9Y3A4","50","GC22M042508","1.29006397724152","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RRP7A"
"TXNDC15","Thioredoxin Domain Containing 15","Protein Coding","Q96J42","48","GC05P134873","1.28932046890259","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TXNDC15"
"DRAP1","DR1 Associated Protein 1","Protein Coding","Q14919","47","GC11P099002","1.28884184360504","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DRAP1"
"DCTN2","Dynactin Subunit 2","Protein Coding","Q13561","52","GC12M059915","1.28854727745056","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DCTN2"
"STAG3L5P-PVRIG2P-PILRB","STAG3L5P-PVRIG2P-PILRB Readthrough","RNA Gene","","14","GC07P100336","1.28823053836823","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STAG3L5P-PVRIG2P-PILRB"
"CNN2","Calponin 2","Protein Coding","Q99439","44","GC19P001026","1.28809928894043","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CNN2"
"PWWP2A","PWWP Domain Containing 2A","Protein Coding","Q96N64","43","GC05M160061","1.28787505626678","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PWWP2A"
"MARCHF8","Membrane Associated Ring-CH-Type Finger 8","Protein Coding","Q5T0T0","45","GC10M048783","1.28770899772644","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MARCHF8"
"ARHGEF3","Rho Guanine Nucleotide Exchange Factor 3","Protein Coding","Q9NR81","51","GC03M056736","1.28748166561127","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARHGEF3"
"DHPS","Deoxyhypusine Synthase","Protein Coding","P49366","56","GC19M100369","1.28712821006775","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DHPS"
"TRIM59","Tripartite Motif Containing 59","Protein Coding","Q8IWR1","41","GC03M160432","1.28691077232361","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRIM59"
"RPL22L1","Ribosomal Protein L22 Like 1","Protein Coding","Q6P5R6","45","GC03M170864","1.28616321086884","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPL22L1"
"TRIM35","Tripartite Motif Containing 35","Protein Coding","Q9UPQ4","41","GC08M027284","1.28613543510437","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRIM35"
"TIRAP","TIR Domain Containing Adaptor Protein","Protein Coding","P58753","54","GC11P126284","1.28599512577057","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TIRAP"
"U2SURP","U2 SnRNP Associated SURP Domain Containing","Protein Coding","O15042","43","GC03P142964","1.28587996959686","https://www.genecards.org/cgi-bin/carddisp.pl?gene=U2SURP"
"H1-10","H1.10 Linker Histone","Protein Coding","Q92522","37","GC03M132123","1.28587996959686","https://www.genecards.org/cgi-bin/carddisp.pl?gene=H1-10"
"TSFM","Ts Translation Elongation Factor, Mitochondrial","Protein Coding","P43897","55","GC12P057782","1.28565120697021","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TSFM"
"PRRG2","Proline Rich And Gla Domain 2","Protein Coding","O14669","40","GC19P049580","1.28558087348938","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRRG2"
"DECR1","2,4-Dienoyl-CoA Reductase 1","Protein Coding","Q16698","52","GC08P090001","1.28533959388733","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DECR1"
"SMARCD3","SWI/SNF Related, Matrix Associated, Actin Dependent Regulator Of Chromatin, Subfamily D, Member 3","Protein Coding","Q6STE5","52","GC07M151238","1.2848949432373","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMARCD3"
"WLS","Wnt Ligand Secretion Mediator","Protein Coding","Q5T9L3","51","GC01M068098","1.28459405899048","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WLS"
"DNAAF4","Dynein Axonemal Assembly Factor 4","Protein Coding","Q8WXU2","48","GC15M156302","1.28447794914246","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNAAF4"
"BAAT","Bile Acid-CoA:Amino Acid N-Acyltransferase","Protein Coding","Q14032","53","GC09M101354","1.28376340866089","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BAAT"
"BFAR","Bifunctional Apoptosis Regulator","Protein Coding","Q9NZS9","46","GC16P104323","1.28368067741394","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BFAR"
