drugbank_id,name,target_name,polypeptide_id,gene_name
DB11812,Talaporfin,,,
DB11813,Mipsagargin,,,
DB11814,PF-03882845,,,
DB11815,Tilarginine,,,
DB11816,Omecamtiv Mecarbil,,,
DB11817,Baricitinib,Tyrosine-protein kinase JAK1|Tyrosine-protein kinase JAK2|Protein-tyrosine kinase 2-beta|Tyrosine-protein kinase JAK3|,P23458|O60674|Q14289|P52333|,JAK1|JAK2|PTK2B|JAK3|
DB11818,Retosiban,,,
DB11819,ASP-4058,,,
DB11820,Nifurtimox,,,
DB11821,Danegaptide,,,
DB11822,TMC-647055,,,
DB11823,Esketamine,"NMDA receptor|Glutamate receptor ionotropic, NMDA 2B|Elongation factor 2|Brain-derived neurotrophic factor|BDNF/NT-3 growth factors receptor|",Q05586|Q12879|Q13224|Q14957|O15399|Q8TCU5|O60391|Q13224|P13639|P23560|Q16620|,GRIN1|GRIN2A|GRIN2B|GRIN2C|GRIN2D|GRIN3A|GRIN3B|GRIN2B|EEF2|BDNF|NTRK2|
DB11824,Tofogliflozin,,,
DB11825,Mirogabalin,,,
DB11827,Ertugliflozin,Sodium/glucose cotransporter 2|,P31639|,SLC5A2|
DB11828,Neratinib,Epidermal growth factor receptor|,P00533|,EGFR|
DB11829,Ruboxistaurin,,,
DB11830,Mocetinostat,Histone deacetylase 1|Histone deacetylase 3|Histone deacetylase 2|,Q13547|O15379|Q92769|,HDAC1|HDAC3|HDAC2|
DB11831,Dinitrochlorobenzene,Methylated-DNA--protein-cysteine methyltransferase|Glutathione S-transferase P|,P16455|P09211|,MGMT|GSTP1|
DB11832,Crenolanib,,,
DB11833,Basimglurant,,,
DB11835,Indium In-111 pentetreotide,,,
DB11836,Sapanisertib,,,
DB11837,Osilodrostat,"Cytochrome P450 11B1, mitochondrial|Cytochrome P450 11B2, mitochondrial|",P15538|P19099|,CYP11B1|CYP11B2|
DB11838,Revamilast,,,
DB11839,PZ-128,,,
DB11841,Entinostat,,,
DB11842,Angiotensin II,Type-1 angiotensin II receptor|,P30556|,AGTR1|
DB11843,PF-04958242,,,
DB11844,Pritelivir,,,
DB11845,Lucitanib,,,
DB11846,Creatinine,,,
DB11847,Cadazolid,,,
DB11848,Mannose 6-phosphate,,,
DB11851,Bafetinib,,,
DB11852,Tegobuvir,,,
DB11853,Relugolix,Gonadotropin-releasing hormone receptor|,P30968|,GNRHR|
DB11855,Revefenacin,Muscarinic acetylcholine receptor|,P11229|P08172|P20309|P08173|P08912|,CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|
DB11858,Leukotriene D4,Cysteinyl leukotriene receptor 1|Cysteinyl leukotriene receptor 2|,Q9Y271|Q9NS75|,CYSLTR1|CYSLTR2|
DB11859,Brexanolone,GABA(A) Receptor|,P14867|P47869|P34903|P48169|P31644|Q16445|P18505|P47870|P28472|O14764|P78334|Q8N1C3|P18507|Q99928|O00591|Q9UN88|,GABRA1|GABRA2|GABRA3|GABRA4|GABRA5|GABRA6|GABRB1|GABRB2|GABRB3|GABRD|GABRE|GABRG1|GABRG2|GABRG3|GABRP|GABRQ|
DB11860,Aramchol,,,
DB11861,Litronesib,,,
DB11863,Alvelestat,,,
DB11864,Preladenant,,,
DB11865,Brivanib alaninate,,,
DB11867,JNJ-39393406,,,
DB11868,Etiracetam,,,
DB11869,Valspodar,,,
DB11870,RG-4733,,,
DB11871,PF-00610355,,,
DB11872,ZD-6126,,,
DB11873,Verinurad,,,
DB11874,Crocin,,,
DB11875,"3,3'-diindolylmethane",,,
DB11876,Alanyl glutamine,,,
DB11877,Basmisanil,,,
DB11878,Filibuvir,,,
DB11879,Dusquetide,,,
DB11880,Acridine Carboxamide,,,
DB11881,AUY922,,,
DB11882,BPC-157,,,
DB11883,SB-705498,,,
DB11885,Anlotinib,,,
DB11886,Infigratinib,,,
DB11888,Laninamivir octanoate,,,
DB11889,Lanicemine,,,
DB11890,Cilengitide,,,
DB11891,CUDC-907,,,
DB11892,Prulifloxacin,,,
DB11893,Avagacestat,,,
DB11894,Efatutazone,,,
DB11896,Gedatolisib,,,
DB11898,"2,4-thiazolidinedione",,,
DB11899,MK-8776,,,
DB11900,OC-459,,,
DB11901,Apalutamide,Androgen receptor|GABA(A) Receptor|,P10275|P14867|P47869|P34903|P48169|P31644|Q16445|P18505|P47870|P28472|O14764|P78334|Q8N1C3|P18507|Q99928|O00591|Q9UN88|,AR|GABRA1|GABRA2|GABRA3|GABRA4|GABRA5|GABRA6|GABRB1|GABRB2|GABRB3|GABRD|GABRE|GABRG1|GABRG2|GABRG3|GABRP|GABRQ|
DB11902,Gisadenafil,,,
DB11903,GW842166,,,
DB11904,Flumatinib,,,
DB11905,Sutezolid,,,
DB11906,Acyline,,,
DB11907,Rociletinib,,,
DB11909,Varespladib,,,
DB11910,MK-0249,,,
DB11911,Galunisertib,,,
DB11912,Lanopepden,,,
DB11913,LY-2090314,,,
DB11915,Valbenazine,vesicular monoamine transporter 2 (VMAT2)|,,
DB11916,Indium In-111,,,
DB11917,Vatiquinone,,,
DB11918,Guadecitabine,,,
DB11919,6-O-benzylguanine,,,
DB11920,Lesogaberan,,,
DB11921,Deflazacort,Glucocorticoid receptor|,P04150|,NR3C1|
DB11922,Danirixin,,,
DB11923,Decoglurant,,,
DB11924,Safingol,,,
DB11925,Vistusertib,,,
DB11927,Lodenafil carbonate,,,
DB11929,Vaniprevir,,,
DB11932,Abametapir,,,
DB11933,Riboprine,,,
DB11934,Epelsiban,,,
DB11935,Flomoxef,,,
DB11936,Bempedoic acid,ATP-citrate synthase|,P53396|,ACLY|
DB11937,Kynurenic Acid,Aryl hydrocarbon receptor|G-protein coupled receptor 35|,P35869|Q9HC97|,AHR|GPR35|
DB11938,Difelikefalin,,,
DB11939,Henagliflozin,,,
DB11940,Triapine,,,
DB11941,Tasisulam,,,
DB11942,Selinexor,Exportin-1|,O14980|,XPO1|
DB11943,Delafloxacin,,,
DB11944,Ingavirin,,,
DB11946,AZD-1981,,,
DB11947,Pridopidine,,,
DB11948,Lapachone,Retinol-binding protein 3|,P10745|,RBP3|
DB11949,Vestipitant,Neurokinin 1 receptor|,P25103|,TACR1|
DB11950,Teneligliptin,,,
DB11951,Lemborexant,Orexin receptor type 1|Orexin receptor type 2|,O43613|O43614|,HCRTR1|HCRTR2|
DB11952,Duvelisib,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform|Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform|",P48736|O00329|,PIK3CG|PIK3CD|
DB11953,PF-04447943,,,
DB11954,Lomibuvir,,,
DB11956,Delanzomib,,,
DB11957,Idalopirdine,,,
DB11958,Brivanib,,,
DB11960,Carboxyamidotriazole,,,
DB11961,AZD-1236,,,
DB11962,GSK-1059615,,,
DB11963,Dacomitinib,Epidermal growth factor receptor|,P00533|,EGFR|
DB11964,Ilaprazole,,,
DB11965,SJG-136,,,
DB11966,BMS-986094,,,
DB11967,Binimetinib,Interleukin-6|Tumor necrosis factor|Interleukin-1 beta|Mitogen-activated protein kinase kinase kinase 1|Dual specificity mitogen-activated protein kinase kinase 2|,P05231|P01375|P01584|Q13233|P36507|,IL6|TNF|IL1B|MAP3K1|MAP2K2|
DB11968,MK-7145,,,
DB11969,Uprosertib,,,
DB11970,Burixafor,,,
DB11971,Vilaprisan,,,
DB11973,Tesevatinib,Pro-epidermal growth factor|Ephrin type-B receptor 4|Receptor tyrosine-protein kinase erbB-2|,P01133|P54760|P04626|,EGF|EPHB4|ERBB2|
DB11974,PF-04691502,,,
DB11975,TAK-448,,,
DB11977,Golvatinib,,,
DB11978,Glasdegib,Smoothened homolog|,Q99835|,SMO|
DB11979,Elagolix,Gonadotropin-releasing hormone receptor|,P30968|,GNRHR|
DB11980,Carbon Black,,,
DB11981,Elamipretide,,,
DB11982,GDC-0623,,,
DB11984,Letaxaban,,,
DB11985,Dapaconazole,,,
DB11986,Entrectinib,High affinity nerve growth factor receptor|BDNF/NT-3 growth factors receptor|NT-3 growth factor receptor|Proto-oncogene tyrosine-protein kinase ROS|Tyrosine-protein kinase JAK2|Activated CDC42 kinase 1|,P04629|Q16620|Q16288|P08922|O60674|Q07912|,NTRK1|NTRK2|NTRK3|ROS1|JAK2|TNK2|
DB11987,GSK-2018682,,,
DB11989,Benznidazole,,,
DB11990,MK-0812,,,
DB11991,Oprozomib,,,
DB11992,Omarigliptin,,,
DB11993,PF-03463275,,,
DB11994,Diacerein,Oxysterols receptor LXR-alpha|Oxysterols receptor LXR-beta|Arachidonate 5-lipoxygenase|Cytochrome P450 1A2|Cytochrome P450 3A Subfamily|Cytochrome P450 2E1|Cytochrome P450 2C9|Cytochrome P450 2D6|,Q13133|P55055|P09917|P05177|P08684|Q9HB55|P20815|P24462|P05181|P11712|P10635|,NR1H3|NR1H2|ALOX5|CYP1A2|CYP3A4|CYP3A43|CYP3A5|CYP3A7|CYP2E1|CYP2C9|CYP2D6|
DB11995,Avatrombopag,ATP-binding cassette sub-family G member 2|Thrombopoietin receptor|Solute carrier family 22 member 8|,Q9UNQ0|P40238|Q8TCC7|,ABCG2|MPL|SLC22A8|
DB11996,Thymopentin,,,
DB11998,Sorivudine,,,
DB11999,Vosaroxin,,,
DB12000,Apabetalone,,,
DB12001,Abemaciclib,Cyclin-dependent kinase 4|Cyclin-dependent kinase 6|,P11802|Q00534|,CDK4|CDK6|
DB12002,AZD-4818,,,
DB12004,Briciclib,,,
DB12005,Nirogacestat,,,
DB12006,BMS-906024,,,
DB12007,Isoflavone,Peroxisome proliferator-activated receptor alpha|Peroxisome proliferator-activated receptor gamma|,Q07869|P37231|,PPARA|PPARG|
DB12008,Prexasertib,,,
DB12009,GW-406381,,,
DB12010,Fostamatinib,"Tyrosine-protein kinase SYK|Adenosine receptor A3|vesicular monoamine transporter 2 (VMAT2)|Fatty-acid amide hydrolase 1|Equilibrative nucleoside transporter 1|UDP-glucuronosyltransferase 1-1|cGMP-specific 3',5'-cyclic phosphodiesterase|Arachidonate 5-lipoxygenase|Cathepsin S|Cathepsin L1|Tyrosine-protein kinase ABL1|Ribosomal protein S6 kinase alpha-6|Non-receptor tyrosine-protein kinase TYK2|Atypical kinase COQ8A, mitochondrial|Tyrosine-protein kinase JAK1|Hepatocyte growth factor receptor|Serine/threonine-protein kinase NIM1|Serine/threonine-protein kinase MST4|cAMP-dependent protein kinase catalytic subunit alpha|Serine/threonine-protein kinase 24|Serine/threonine-protein kinase 3|Tyrosine-protein kinase Tec|Serine/threonine-protein kinase 33|Serine/threonine-protein kinase 35|Serine/threonine-protein kinase 36|Serine/threonine-protein kinase 38|Serine/threonine-protein kinase 38-like|STE20/SPS1-related proline-alanine-rich protein kinase|Serine/threonine-protein kinase TAO1|Serine/threonine-protein kinase TAO2|Serine/threonine-protein kinase TAO3|Serine/threonine-protein kinase TBK1|Angiopoietin-1 receptor|Dual specificity testis-specific protein kinase 1|TGF-beta receptor type-1|TGF-beta receptor type-2|Tyrosine-protein kinase receptor Tie-1|Serine/threonine-protein kinase tousled-like 1|Serine/threonine-protein kinase tousled-like 2|TRAF2 and NCK-interacting protein kinase|Non-receptor tyrosine-protein kinase TNK1|Activated CDC42 kinase 1|Serine/threonine-protein kinase TNNI3K|Testis-specific serine/threonine-protein kinase 1|Dual specificity protein kinase TTK|Tyrosine-protein kinase TXK|Tyrosine-protein kinase receptor TYRO3|Serine/threonine-protein kinase ULK1|Serine/threonine-protein kinase ULK2|Serine/threonine-protein kinase ULK3|Wee1-like protein kinase|Tyrosine-protein kinase Yes|Mitogen-activated protein kinase kinase kinase 19|Mitogen-activated protein kinase kinase kinase MLT|Tyrosine-protein kinase ZAP-70|AP2-associated protein kinase 1|Abelson tyrosine-protein kinase 2|Activin receptor type-1|Activin receptor type-1B|Atypical kinase COQ8B, mitochondrial|ALK tyrosine kinase receptor|Ankyrin repeat and protein kinase domain-containing protein 1|Aurora kinase A|Aurora kinase B|Aurora kinase C|Tyrosine-protein kinase receptor UFO|Tyrosine-protein kinase Blk|BMP-2-inducible protein kinase|Bone morphogenetic protein receptor type-1B|Bone morphogenetic protein receptor type-2|Cytoplasmic tyrosine-protein kinase BMX|Serine/threonine-protein kinase B-raf|Tyrosine-protein kinase BTK|Calcium/calmodulin-dependent protein kinase type 1|Calcium/calmodulin-dependent protein kinase type 1D|Calcium/calmodulin-dependent protein kinase type 1G|Calcium/calmodulin-dependent protein kinase type II subunit alpha|Calcium/calmodulin-dependent protein kinase type II subunit beta|Calcium/calmodulin-dependent protein kinase type II subunit delta|Calcium/calmodulin-dependent protein kinase type II subunit gamma|Calcium/calmodulin-dependent protein kinase kinase 1|Calcium/calmodulin-dependent protein kinase kinase 2|Peripheral plasma membrane protein CASK|Kappa-casein|Cyclin-dependent kinase 1|Serine/threonine-protein kinase MRCK gamma|Cyclin-dependent kinase 4|Cyclin-dependent kinase-like 1|Cyclin-dependent kinase-like 2|Serine/threonine-protein kinase Chk1|Serine/threonine-protein kinase Chk2|Citron Rho-interacting kinase|Dual specificity protein kinase CLK1|Dual specificity protein kinase CLK2|Dual specificity protein kinase CLK3|Dual specificity protein kinase CLK4|Macrophage colony-stimulating factor 1 receptor|Tyrosine-protein kinase CSK|Casein kinase I isoform alpha|Casein kinase II subunit alpha|Casein kinase II subunit alpha'|Death-associated protein kinase 1|Death-associated protein kinase 2|Death-associated protein kinase 3|Serine/threonine-protein kinase DCLK1|Serine/threonine-protein kinase DCLK2|Serine/threonine-protein kinase DCLK3|Epithelial discoidin domain-containing receptor 1|Discoidin domain-containing receptor 2|Dual specificity tyrosine-phosphorylation-regulated kinase 1A|Dual specificity tyrosine-phosphorylation-regulated kinase 1B|Epidermal growth factor receptor|Eukaryotic translation initiation factor 2-alpha kinase 1|Interferon-induced, double-stranded RNA-activated protein kinase|eIF-2-alpha kinase GCN2|Ephrin type-A receptor 1|Ephrin type-A receptor 2|Ephrin type-A receptor 3|Ephrin type-A receptor 4|Ephrin type-A receptor 5|Ephrin type-A receptor 6|Ephrin type-A receptor 7|Ephrin type-A receptor 8|Ephrin type-B receptor 1|Ephrin type-B receptor 2|Ephrin type-B receptor 4|Ephrin type-B receptor 6|Receptor tyrosine-protein kinase erbB-2|Receptor tyrosine-protein kinase erbB-4|Serine/threonine-protein kinase/endoribonuclease IRE1|Tyrosine-protein kinase Fer|Tyrosine-protein kinase Fes/Fps|Fibroblast growth factor receptor 1|Fibroblast growth factor receptor 2|Fibroblast growth factor receptor 3|Tyrosine-protein kinase Fgr|Vascular endothelial growth factor receptor 1|Receptor-type tyrosine-protein kinase FLT3|Vascular endothelial growth factor receptor 3|Serine/threonine-protein kinase mTOR|Tyrosine-protein kinase FRK|Tyrosine-protein kinase Fyn|Cyclin-G-associated kinase|Glycogen synthase kinase-3 alpha|Glycogen synthase kinase-3 beta|Tyrosine-protein kinase HCK|Homeodomain-interacting protein kinase 2|Homeodomain-interacting protein kinase 3|Serine/threonine-protein kinase ICK|Inhibitor of nuclear factor kappa-B kinase subunit beta|Inhibitor of nuclear factor kappa-B kinase subunit epsilon|Insulin receptor|Insulin receptor-related protein|Interleukin-1 receptor-associated kinase 1|Interleukin-1 receptor-associated kinase 3|Interleukin-1 receptor-associated kinase 4|Tyrosine-protein kinase ITK/TSK|Tyrosine-protein kinase JAK2|Tyrosine-protein kinase JAK3|Vascular endothelial growth factor receptor 2|Serine/threonine-protein kinase SIK3|Mast/stem cell growth factor receptor Kit|Serine/threonine-protein kinase LATS1|Tyrosine-protein kinase Lck|LIM domain kinase 1|LIM domain kinase 2|Leucine-rich repeat serine/threonine-protein kinase 2|Leukocyte tyrosine kinase receptor|Tyrosine-protein kinase Lyn|Dual specificity mitogen-activated protein kinase kinase 2|Dual specificity mitogen-activated protein kinase kinase 3|Dual specificity mitogen-activated protein kinase kinase 5|Dual specificity mitogen-activated protein kinase kinase 6|Mitogen-activated protein kinase kinase kinase 1|Mitogen-activated protein kinase kinase kinase 10|Mitogen-activated protein kinase kinase kinase 11|Mitogen-activated protein kinase kinase kinase 12|Mitogen-activated protein kinase kinase kinase 13|Mitogen-activated protein kinase kinase kinase 15|Mitogen-activated protein kinase kinase kinase 2|Mitogen-activated protein kinase kinase kinase 3|Mitogen-activated protein kinase kinase kinase 4|Mitogen-activated protein kinase kinase kinase 6|Mitogen-activated protein kinase kinase kinase 9|Mitogen-activated protein kinase kinase kinase kinase 1|Mitogen-activated protein kinase kinase kinase kinase 2|Mitogen-activated protein kinase kinase kinase kinase 3|Mitogen-activated protein kinase kinase kinase kinase 4|Mitogen-activated protein kinase kinase kinase kinase 5|Mitogen-activated protein kinase 10|Mitogen-activated protein kinase 13|Mitogen-activated protein kinase 14|Mitogen-activated protein kinase 15|Mitogen-activated protein kinase 4|Mitogen-activated protein kinase 7|Mitogen-activated protein kinase 9|MAP kinase-activated protein kinase 5|Serine/threonine-protein kinase MARK1|Serine/threonine-protein kinase MARK2|MAP/microtubule affinity-regulating kinase 3|MAP/microtubule affinity-regulating kinase 4|CLIP-associating protein 1|Microtubule-associated serine/threonine-protein kinase 1|Megakaryocyte-associated tyrosine-protein kinase|Maternal embryonic leucine zipper kinase|Tyrosine-protein kinase Mer|Misshapen-like kinase 1|MAP kinase-interacting serine/threonine-protein kinase 1|MAP kinase-interacting serine/threonine-protein kinase 2|Macrophage-stimulating protein receptor|Muscle, skeletal receptor tyrosine-protein kinase|Myosin light chain kinase, smooth muscle|Myosin light chain kinase 2, skeletal/cardiac muscle|Myosin light chain kinase 3|Myosin light chain kinase family member 4|Myosin-IIIa|Serine/threonine-protein kinase Nek1|Serine/threonine-protein kinase Nek11|Serine/threonine-protein kinase Nek2|Serine/threonine-protein kinase Nek3|Serine/threonine-protein kinase Nek4|Serine/threonine-protein kinase Nek5|Serine/threonine-protein kinase Nek9|High affinity nerve growth factor receptor|BDNF/NT-3 growth factors receptor|NT-3 growth factor receptor|NUAK family SNF1-like kinase 1|NUAK family SNF1-like kinase 2|Serine/threonine-protein kinase OSR1|Serine/threonine-protein kinase PAK 1|Serine/threonine-protein kinase PAK 2|Serine/threonine-protein kinase PAK 3|Serine/threonine-protein kinase PAK 4|Serine/threonine-protein kinase PAK 6|Serine/threonine-protein kinase PAK 5|Cyclin-dependent kinase 16|Cyclin-dependent kinase 17|Platelet-derived growth factor receptor alpha|Platelet-derived growth factor receptor beta|3-phosphoinositide-dependent protein kinase 1|Cyclin-dependent kinase 15|Phosphorylase b kinase gamma catalytic chain, skeletal muscle/heart isoform|Phosphatidylinositol 4-kinase beta|Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit beta|Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit gamma|Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform|Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform|Serine/threonine-protein kinase pim-1|Serine/threonine-protein kinase pim-3|Phosphatidylinositol 5-phosphate 4-kinase type-2 beta|Phosphatidylinositol 5-phosphate 4-kinase type-2 gamma|Membrane-associated tyrosine- and threonine-specific cdc2-inhibitory kinase|Serine/threonine-protein kinase N1|Serine/threonine-protein kinase N2|Serine/threonine-protein kinase PLK1|Serine/threonine-protein kinase PLK2|Serine/threonine-protein kinase PLK3|Serine/threonine-protein kinase PLK4|5'-AMP-activated protein kinase catalytic subunit alpha-1|5'-AMP-activated protein kinase|cAMP-dependent protein kinase catalytic subunit beta|Protein kinase C delta type|Protein kinase C epsilon type|Protein kinase C gamma type (PRKCG)|Protein kinase C iota type|Protein kinase C theta type|Serine/threonine-protein kinase D1|cGMP-dependent protein kinase 2|Serine/threonine-protein kinase PRP4 homolog|Focal adhesion kinase 1|Protein-tyrosine kinase 2-beta|Protein-tyrosine kinase 6|RAF proto-oncogene serine/threonine-protein kinase|Proto-oncogene tyrosine-protein kinase receptor Ret|Serine/threonine-protein kinase RIO1|Serine/threonine-protein kinase RIO2|Serine/threonine-protein kinase RIO3|Receptor-interacting serine/threonine-protein kinase 1|Receptor-interacting serine/threonine-protein kinase 2|Receptor-interacting serine/threonine-protein kinase 4|Rho-associated protein kinase 2|Proto-oncogene tyrosine-protein kinase ROS|Ribosomal protein S6 kinase alpha-1|Ribosomal protein S6 kinase alpha-3|Serine/threonine-protein kinase SBK1|Uncharacterized serine/threonine-protein kinase SBK3|Serine/threonine-protein kinase Sgk3|Serine/threonine-protein kinase SIK1|Serine/threonine-protein kinase SIK2|STE20-like serine/threonine-protein kinase|SNF-related serine/threonine-protein kinase|Proto-oncogene tyrosine-protein kinase Src|Tyrosine-protein kinase Srms|Serine/threonine-protein kinase 10|Serine/threonine-protein kinase 16|Serine/threonine-protein kinase 17A|Serine/threonine-protein kinase 17B|Serine/threonine-protein kinase 32A|",P43405|P0DMS8|O00519|Q99808|P22309|O76074|P09917|P25774|P07711|P00519|Q9UK32|P29597|Q8NI60|P23458|P08581|Q8IY84|Q9P289|P17612|Q9Y6E0|Q13188|P42680|Q9BYT3|Q8TDR2|Q9NRP7|Q15208|Q9Y2H1|Q9UEW8|Q7L7X3|Q9UL54|Q9H2K8|Q9UHD2|Q02763|Q15569|P36897|P37173|P35590|Q9UKI8|Q86UE8|Q9UKE5|Q13470|Q07912|Q59H18|Q9BXA7|P33981|P42681|Q06418|O75385|Q8IYT8|Q6PHR2|P30291|P07947|Q56UN5|Q9NYL2|P43403|Q2M2I8|P42684|Q04771|P36896|Q96D53|Q9UM73|Q8NFD2|O14965|Q96GD4|Q9UQB9|P30530|P51451|Q9NSY1|O00238|Q13873|P51813|P15056|Q06187|Q14012|Q8IU85|Q96NX5|Q9UQM7|Q13554|Q13557|Q13555|Q8N5S9|Q96RR4|O14936|P07498|P06493|Q6DT37|P11802|Q00532|Q92772|O14757|O96017|O14578|P49759|P49760|P49761|Q9HAZ1|P07333|P41240|P48729|P68400|P19784|P53355|Q9UIK4|O43293|O15075|Q8N568|Q9C098|Q08345|Q16832|Q13627|Q9Y463|P00533|Q9BQI3|P19525|Q9P2K8|P21709|P29317|P29320|P54764|P54756|Q9UF33|Q15375|P29322|P54762|P29323|P54760|O15197|P04626|Q15303|O75460|P16591|P07332|P11362|P21802|P22607|P09769|P17948|P36888|P35916|P42345|P42685|P06241|O14976|P49840|P49841|P08631|Q9H2X6|Q9H422|Q9UPZ9|O14920|Q14164|P06213|P14616|P51617|Q9Y616|Q9NWZ3|Q08881|O60674|P52333|P35968|Q9Y2K2|P10721|O95835|P06239|P53667|P53671|Q5S007|P29376|P07948|P36507|P46734|Q13163|P52564|Q13233|Q02779|Q16584|Q12852|O43283|Q6ZN16|Q9Y2U5|Q99759|Q9Y6R4|O95382|P80192|Q92918|Q12851|Q8IVH8|O95819|Q9Y4K4|P53779|O15264|Q16539|Q8TD08|P31152|Q13164|P45984|Q8IW41|Q9P0L2|Q7KZI7|P27448|Q96L34|Q7Z460|Q9Y2H9|P42679|Q14680|Q12866|Q8N4C8|Q9BUB5|Q9HBH9|Q04912|O15146|Q15746|Q9H1R3|Q32MK0|Q86YV6|Q8NEV4|Q96PY6|Q8NG66|P51955|P51956|P51957|Q6P3R8|Q8TD19|P04629|Q16620|Q16288|O60285|Q9H093|O95747|Q13153|Q13177|O75914|O96013|Q9NQU5|Q9P286|Q00536|Q00537|P16234|P09619|O15530|Q96Q40|Q16816|Q9UBF8|O00750|O75747|O00329|P48736|P11309|Q86V86|P78356|Q8TBX8|Q99640|Q16512|Q16513|P53350|Q9NYY3|Q9H4B4|O00444|Q13131|Q13131|P54646|Q9Y478|O43741|P54619|Q9UGJ0|Q9UGI9|P22694|Q05655|Q02156|P05129|P41743|Q04759|Q15139|Q13237|Q13523|Q05397|Q14289|Q13882|P04049|P07949|Q9BRS2|Q9BVS4|O14730|Q13546|O43353|P57078|O75116|P08922|Q15418|P51812|Q52WX2|P0C264|Q96BR1|P57059|Q9H0K1|Q9H2G2|Q9NRH2|P12931|Q9H3Y6|O94804|O75716|Q9UEE5|O94768|Q8WU08|,SYK|ADORA3|FAAH|SLC29A1|UGT1A1|PDE5A|ALOX5|CTSS|CTSL|ABL1|RPS6KA6|TYK2|COQ8A|JAK1|MET|NIM1K|STK26|PRKACA|STK24|STK3|TEC|STK33|STK35|STK36|STK38|STK38L|STK39|TAOK1|TAOK2|TAOK3|TBK1|TEK|TESK1|TGFBR1|TGFBR2|TIE1|TLK1|TLK2|TNIK|TNK1|TNK2|TNNI3K|TSSK1B|TTK|TXK|TYRO3|ULK1|ULK2|ULK3|WEE1|YES1|MAP3K19|ZAK|ZAP70|AAK1|ABL2|ACVR1|ACVR1B|COQ8B|ALK|ANKK1|AURKA|AURKB|AURKC|AXL|BLK|BMP2K|BMPR1B|BMPR2|BMX|BRAF|BTK|CAMK1|CAMK1D|CAMK1G|CAMK2A|CAMK2B|CAMK2D|CAMK2G|CAMKK1|CAMKK2|CASK|CSN3|CDK1|CDC42BPG|CDK4|CDKL1|CDKL2|CHEK1|CHEK2|CIT|CLK1|CLK2|CLK3|CLK4|CSF1R|CSK|CSNK1A1|CSNK2A1|CSNK2A2|DAPK1|DAPK2|DAPK3|DCLK1|DCLK2|DCLK3|DDR1|DDR2|DYRK1A|DYRK1B|EGFR|EIF2AK1|EIF2AK2|EIF2AK4|EPHA1|EPHA2|EPHA3|EPHA4|EPHA5|EPHA6|EPHA7|EPHA8|EPHB1|EPHB2|EPHB4|EPHB6|ERBB2|ERBB4|ERN1|FER|FES|FGFR1|FGFR2|FGFR3|FGR|FLT1|FLT3|FLT4|MTOR|FRK|FYN|GAK|GSK3A|GSK3B|HCK|HIPK2|HIPK3|ICK|IKBKB|IKBKE|INSR|INSRR|IRAK1|IRAK3|IRAK4|ITK|JAK2|JAK3|KDR|SIK3|KIT|LATS1|LCK|LIMK1|LIMK2|LRRK2|LTK|LYN|MAP2K2|MAP2K3|MAP2K5|MAP2K6|MAP3K1|MAP3K10|MAP3K11|MAP3K12|MAP3K13|MAP3K15|MAP3K2|MAP3K3|MAP3K4|MAP3K6|MAP3K9|MAP4K1|MAP4K2|MAP4K3|MAP4K4|MAP4K5|MAPK10|MAPK13|MAPK14|MAPK15|MAPK4|MAPK7|MAPK9|MAPKAPK5|MARK1|MARK2|MARK3|MARK4|CLASP1|MAST1|MATK|MELK|MERTK|MINK1|MKNK1|MKNK2|MST1R|MUSK|MYLK|MYLK2|MYLK3|MYLK4|MYO3A|NEK1|NEK11|NEK2|NEK3|NEK4|NEK5|NEK9|NTRK1|NTRK2|NTRK3|NUAK1|NUAK2|OXSR1|PAK1|PAK2|PAK3|PAK4|PAK6|PAK5|CDK16|CDK17|PDGFRA|PDGFRB|PDPK1|CDK15|PHKG1|PI4KB|PIK3C2B|PIK3C2G|PIK3CD|PIK3CG|PIM1|PIM3|PIP4K2B|PIP4K2C|PKMYT1|PKN1|PKN2|PLK1|PLK2|PLK3|PLK4|PRKAA1|PRKAA1|PRKAA2|PRKAB1|PRKAB2|PRKAG1|PRKAG2|PRKAG3|PRKACB|PRKCD|PRKCE|PRKCG|PRKCI|PRKCQ|PRKD1|PRKG2|PRPF4B|PTK2|PTK2B|PTK6|RAF1|RET|RIOK1|RIOK2|RIOK3|RIPK1|RIPK2|RIPK4|ROCK2|ROS1|RPS6KA1|RPS6KA3|SBK1|SBK3|SGK3|SIK1|SIK2|SLK|SNRK|SRC|SRMS|STK10|STK16|STK17A|STK17B|STK32A|
DB12011,Fevipiprant,,,
DB12012,PF-04457845,,,
DB12013,Axelopran,,,
DB12015,Alpelisib,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform|",P42336|,PIK3CA|
DB12016,Ponesimod,,,
DB12017,Ozagrel,,,
DB12019,Tesetaxel,,,
DB12020,Tecovirimat,,,
DB12021,Dinaciclib,,,
